name,tag,timestamp
google/protobuf,v2.6.0,1409009200
biscuitehh/ccurl,0.1.0,1456378329
biscuitehh/clibbsd,0.1.0,1456288737
dunkelstern/Adler32,0.0.1,1450649323
blinker13/Canvas,0.0.1,1610248213
noahemmet/Grid,0,1461524635
dunkelstern/Base64,0.0.1,1450814161
Bouke/CLibCSV,1.0.0,1462865147
dunkelstern/BlocksRuntime,0.0.1,1451790796
appillustrator/SnapKit,0.0.1,1420699202
dunkelstern/DEjson,1.0.0,1450029766
nodes-ios/Codemine,0.0.1,1455811718
QueryKit/querykit-cli,0.1.0,1441819114
dunkelstern/libUnchainedSocket,0.0.1,1451461346
ashfurrow/Interstellar,1.0.0,1435230363
Bouke/CLibSodium,1.0.0,1467144613
ashfurrow/SwiftLint,0.1.0,1431925550
dunkelstern/pcre,0.0.1,1450714308
Bouke/COpenSSL,1.0.0,1467235754
dunkelstern/QuotedPrintable,0.0.1,1450813879
Bouke/CSV,1.0.0,1462905653
askari01/Perfect,v1.0.0,1458575854
dunkelstern/SwiftyRegex,1.0.0,1449619205
dunkelstern/twohundred,0.1.0,1451788129
dunkelstern/UnchainedDate,0.0.1,1450656613
dunkelstern/UnchainedFile,0.0.1,1450656647
dunkelstern/UnchainedGlibc,0.0.1,1450711109
dunkelstern/UnchainedIPAddress,0.0.1,1450656693
dunkelstern/UnchainedLogger,0.0.1,1450711646
dunkelstern/unchained,0.1.0,1451970306
dunkelstern/UnchainedString,0.0.1,1450798227
askari01/SwiftyUserDefaults,1.0.0,1422289221
dunkelstern/UnchainedUUID,0.0.1,1450813615
durre/swux,1.0.0,1449599796
atosorigin/Alamofire,1.0.0,1411708113
Bouke/Glob,1.0.0,1463636559
quantcast/ios-measurement,v1.2.0,1357339587
Bouke/HAP,0.1.0,1472386157
noppoMan/AsyncHTTPSerializer,0.1.0,1466322719
apple/swift-nio-nghttp2-support,1.0.0,1520044595
gigigoapps/gigigo-ios-formulary,swift2.0,1474296874
noppoMan/CHiredis,0.1.0,1457644034
noppoMan/CHTTPParser,0.1.0,1451927337
noppoMan/CLibUv,0.1.0,1453493278
noppoMan/CNPOpenSSL,0.1.0,1455556402
JadenGeller/Parsnip,1.0.0,1456857243
noppoMan/COpenSSL-OSX,0.1.0,1455556331
eggswift/ESTabBarController,v1.0.1,1463723412
JadenGeller/Permute,1.0.0,1455996096
QuStudio/InterchangeVoc,0.1.0,1458927798
noppoMan/COpenSSL,0.1.0,1455556402
eggswift/pull-to-refresh,1.0.0,1462504433
QuStudio/StructuredVoc,0.1.0,1458927798
noppoMan/Crypto,0.1.0,1460398938
JadenGeller/Sparse,1.0.0,1451375748
QuStudio/VocabulaireLib,0.1.0,1458928530
eito/vapor,0.1.0,1453780308
qutheory/cmysql,0.1.0,1456211832
augmify/BTree,v1.0.0,1456233711
noppoMan/HTTP,0.1.0,1449412726
qutheory/console,0.1.0,1468004670
augmify/Freddy,v2.0.0b1,1450391503
JadenGeller/Stochastic,1.0.0,1456043824
augmify/Kitura,0.0.1,1455046641
JadenGeller/Typist,1.0.0,1456865398
elliottminns/arguments,1.0.0,1452958865
elliottminns/blackfish-example,0.1.0,1456840734
elliottminns/blackfish,0.1.0,1484934028
elliottminns/blackfish-stencil,0.1.0,1455038412
JadenGeller/Yield,1.0.0,1460386135
augmify/ReSwift,v0.1,1450167236
elliottminns/bson-module,0.1.0,1456927145
elliottminns/bson-osx,0.1.0,1459512100
elliottminns/csv-parser,0.1.0,1465760798
jakeheis/Baker,v1.0.0,1457795328
hazat/kscrash,0.0.2,1390327693
bppr/Speck.Example,0.0.1,1465272942
bppr/Speck,0.0.1,1465273698
augmify/Swifton,0.0.1,1456070239
BradLarson/COpenGLES,1.0.0,1452448740
BradLarson/COpenGL,1.0.0,1452208929
BradLarson/CVideoCore,1.0.0,1452448750
elliottminns/genetics,0.1.0,1456345360
elliottminns/http-parser,0.1.0,1460677633
elliottminns/libuv-linux,0.1.0,1458741285
augmify/swift-package-manager,swift-2.2-SNAPSHOT-2015-12-01-a,1448925069
elliottminns/libuv-osx,0.1.0,1458739800
elliottminns/mongoc-osx,0.1.0,1459516811
elliottminns/mongodb-module,0.1.0,1455804149
AvinashKiran/SwiftHTTP,0.9.1,1421699723
elliottminns/narwhal,0.1.0,1456938161
elliottminns/ocean,0.1.0,1456490155
briancroom/Quick,v0.1.0-beta,1404576254
elliottminns/orca-mongodb,0.1.0,1455632978
elliottminns/orca,0.0.1,1455195907
elliottminns/orca-sqlite,0.1.0,1455570553
elliottminns/orca-sql,0.1.0,1455529059
elliottminns/PathKit,0.1.0,1416265971
elliottminns/sqlite-module,0.1.0,1455376464
elliottminns/Stencil,0.1.0,1414348043
elliottminns/Swift-PureJsonSerializer,1.0.0,1452824264
noppoMan/HTTPParser,0.1.0,1451162048
noppoMan/MediaType,0.2.0,1455739510
noppoMan/Skelton,0.1.0,1457194720
JamieScanlon/Beauchamp,v0.1,1462689103
noppoMan/Slimane-Fullstack,0.1.0,1466577454
jatoben/CRocksDB,1.0.2,1466285365
jatoben/RocksDB,0.0.1,1466365949
jaz303/ByteBuffer.swift,0.0.1,1456621316
jaz303/Cairo.swift,0.0.1,1456305242
jaz303/CCairo.swift,1.0.0,1456304898
jaz303/CHTTPParser.swift,1.0.0,1456223615
jaz303/CSDL2.swift,0.0.1,1456305617
jaz303/CUV.swift,0.0.1,1456132001
the-grid/swish,v1.0.0,1464189450
provivus/ethers.objc,1.0,1505159614
cx-org/cxtest,0.4.0,1625473255
ddddxxx/regex,v0.1.0,1566906602
jaz303/SDL2.swift,0.0.1,1456306305
ddddxxx/swiftcf,v0.1.0,1567404593
apollographql/inflectorkit,0.0.1,1363286242
salemove/twilio-voice-ios,5.5.0,1596224507
qutheory/cpostgresql,0.1.0,1456176983
thecb4/swift-corelibs-xctest,swift-2.2-SNAPSHOT-2015-12-01-a,1448906974
CaramelForSwift/Caramel,0.1.0,1449388061
CaramelForSwift/CUv,1.0.0,1449376771
jaz303/Spline,0.0.1,1456064885
noppoMan/SlimaneLogger,0.1.0,1457786878
noppoMan/Slimane,0.1.0,1457197241
elliottminns/uv-module-linux,0.1.0,1457178858
elliottminns/uv-module,0.1.0,1457021355
JensRavens/Holodeck,0.0.1,1460802742
elliottminns/vaquita,0.1.0,1455911819
JeromeTan1997/LocationPicker,1.0.0,1460184612
ElvishJerricco/Nifty,0.1.0,1459088081
emaloney/AppleSystemLogSwiftPackage,0.0.1,1450114796
IBM-Swift/Bridging,0.0.1,1454323285
emaloney/CleanroomAppSettings,0.0.1,1433898664
noppoMan/Suv,0.1.0,1457191999
awakeningbyte/SwiftyJSON,1.0.0,1411719567
qutheory/csqlite,0.1.0,1454528802
qutheory/engine,0.1.0,1468362537
Baza207/AlamofireImage,1.0.0-beta.1,1441514863
bensyverson/BinaryJSON,0.9.0,1450769432
IBM-Swift/CCryptoSSL-OSX,0.1.0,1462285786
emaloney/CleanroomASL,0.9.0,1430790908
berikv/SwiftLint,0.1.0,1431925550
IBM-Swift/CCurl,0.0.1,1457028356
noppoMan/swift-redis,0.1.0,1457867352
BernardGatt/ObjectMapper,0.0.1,1415721010
thecb4/brightfutures,v1.0.0-beta.1,1413268434
emaloney/CleanroomBridging,0.0.1,1433905996
biscuitehh/vapor,0.1.0,1453780308
IBM-Swift/CHiredis,0.0.1,1457026585
noppoMan/swifty-libuv,0.1.0,1466153812
IBM-Swift/CHttpParser,0.0.1,1457022161
jessealva/SwiftyJsonExample,0.1,1464715535
noppoMan/Thrush,0.1.0,1462864716
IBM-Swift/CommonCrypto,0.0.1,1461244591
NordicArts/SQLite.module,0.0.1,1455127652
jessesquires/JSQCoreDataKit,1.0.0,1427055089
NordicArts/SQLite.swift,0.0.1,1455492693
NordRosann/Analysis,0.0.1,1460109590
norio-nomura/SourceKit,1.0.0,1453246424
bjustin-ibm/Kitura-net,0.0.1,1455045422
IBM-Swift/CZlib,0.0.1,1460411217
notonthehighstreet/swift-libmysql,0.0.1,1459617445
IBM-Swift/GRMustache.swift,v0.9.0,1431443549
notonthehighstreet/swift-mysql,0.0.1,1459974677
qutheory/fluent-mongo,0.0.0,1463599912
qutheory/fluent-mysql,0.1.0,1456253780
mapbox/mapbox-telemetry-ios,ios-telemetry-v0.1.0,1495572773
notonthehighstreet/swift-statsd,0.0.1,1460611629
IBM-Swift/HeliumLogger,0.0.1,1455040226
jjjjjeffrey/CCurl,0.0.1,1467177968
jjjjjeffrey/SwiftCURL,0.0.2,1467271720
jjjjjeffrey/SwiftyMail,0.0.1,1467194712
NovaeWorkshop/Blade,1.0.0,1453880205
NovaeWorkshop/Dream,0.0.1,1453891320
NovaeWorkshop/Sack,1.0.0,1453814207
IBM-Swift/HeliumLogger-Sample,0.1.0,1465415527
IBM-Swift/Kitura-Cache,0.24.0,1470046835
novi/CLibxml2,0.1.0,1456808749
IBM-Swift/Kitura-Compression,0.0.1,1465467351
novi/CMeCab-OSX,1.0.0,1451031896
novi/CMeCab,1.0.0,1451031807
novi/CMySQL-MariaDB,0.1.0,1456211832
udumft/snappyshrimp,1.0.2,1513619176
emaloney/CleanroomText,0.0.1,1433906907
EndeavourBlack/GeneticAlgorithm,0.0.1,1459676340
changami/slimane-example-bbs,first-step,1464259542
chiahuang/Kitura-redis,0.0.1,1455047601
erica/SwiftCollections,1.0.0,1451355276
erica/SwiftFoundationAdditions,1.0.0,1451317475
erica/SwiftUtility,1.0.0,1451318891
ericyanush/CSockCAN,1.0.0,1457315599
mapbox/mapbox-accounts-ios,v2.3.1,1611886657
eswick/StreamKit,0.8.0,1455809368
mapbox/mapbox-common-ios,v10.0.0-beta.8,1611673893
novi/CMySQL-OSX,0.1.0,1456211832
euskadi31/ngram-swift,v1.0.0,1461802217
evan-liu/CommandArguments,0.1.0,1468740161
evanlucas/argsplit-swift,v1.0.0,1449460232
evanlucas/HRTime,v1.0.0,1451326847
evanlucas/Millis,v1.0.0,1451400453
qutheory/fluent,0.1.0,1456093469
evgenyneu/LibraryWithSwiftPackageManager,1.0.0,1465955550
IBM-Swift/Kitura-CouchDB,0.0.1,1455047390
novi/CMySQL,0.1.0,1456211832
novi/CNKF,0.1.0,1460366108
novi/DispatchModuleMap,1.0.0,1455523897
novi/Kunugi,0.1.0,1451904772
novi/MagickWand-OSX,1.0.0,1457343107
exis-io/swiftRiffleMantle,0.2.15,1459531665
novi/mecab-swift,0.1.0,1456569009
novi/mysql-swift,0.1.2,1450775802
exis-io/swiftRiffleUbuntu,v0.2.19,1459535332
novi/nkf-swift,0.1.0,1460370170
novi/swift-date,0.1.0,1458129458
novi/tsssm-crawler,0.1.0,1467015274
NozeIO/Noze.io,0.1.0,1464916834
ExpressiveSwift/ExpressiveCasting,0.5.0,1443568119
ezfe/CS10Maps,1.0.0,1449344744
